savol,modda_num,modda_text
,O'zbekiston Respublikasi Jinoyat kodeksi 2-modda,"Jinoyat kodeksining vazifalari shaxsni, uning huquq va erkinliklarini, jamiyat va davlat manfaatlarini, mulkni, tabiiy muhitni, tinchlikni, insoniyat xavfsizligini jinoiy tajovuzlardan qo‘riqlash, shuningdek jinoyatlarning oldini olish, fuqarolarni respublika Konstitutsiyasi va qonunlariga rioya qilish ruhida tarbiyalashdan iboratdir.Ana shu vazifalarni amalga oshirish uchun Kodeks javobgarlikning asoslari va prinsiplarini, qanday ijtimoiy xavfli qilmishlar jinoyat ekanligini aniqlaydi, ijtimoiy xavfli qilmishlar sodir etgan shaxslarga nisbatan qo‘llanilishi mumkin bo‘lgan jazo va boshqa huquqiy ta’sir choralarini belgilaydi."
Jinoyat kodeksi fuqarolarning huquq va erkinliklarini qanday himoya qiladi?,O'zbekiston Respublikasi Jinoyat kodeksi 2-modda,"Jinoyat kodeksining vazifalari shaxsni, uning huquq va erkinliklarini, jamiyat va davlat manfaatlarini, mulkni, tabiiy muhitni, tinchlikni, insoniyat xavfsizligini jinoiy tajovuzlardan qo‘riqlash, shuningdek jinoyatlarning oldini olish, fuqarolarni respublika Konstitutsiyasi va qonunlariga rioya qilish ruhida tarbiyalashdan iboratdir.Ana shu vazifalarni amalga oshirish uchun Kodeks javobgarlikning asoslari va prinsiplarini, qanday ijtimoiy xavfli qilmishlar jinoyat ekanligini aniqlaydi, ijtimoiy xavfli qilmishlar sodir etgan shaxslarga nisbatan qo‘llanilishi mumkin bo‘lgan jazo va boshqa huquqiy ta’sir choralarini belgilaydi."
,O'zbekiston Respublikasi Jinoyat kodeksi 2-modda,"Jinoyat kodeksining vazifalari shaxsni, uning huquq va erkinliklarini, jamiyat va davlat manfaatlarini, mulkni, tabiiy muhitni, tinchlikni, insoniyat xavfsizligini jinoiy tajovuzlardan qo‘riqlash, shuningdek jinoyatlarning oldini olish, fuqarolarni respublika Konstitutsiyasi va qonunlariga rioya qilish ruhida tarbiyalashdan iboratdir.Ana shu vazifalarni amalga oshirish uchun Kodeks javobgarlikning asoslari va prinsiplarini, qanday ijtimoiy xavfli qilmishlar jinoyat ekanligini aniqlaydi, ijtimoiy xavfli qilmishlar sodir etgan shaxslarga nisbatan qo‘llanilishi mumkin bo‘lgan jazo va boshqa huquqiy ta’sir choralarini belgilaydi."
Jinoyat kodeksi jamiyatning tinchlik va xavfsizligini qanday ta’minlaydi?,O'zbekiston Respublikasi Jinoyat kodeksi 2-modda,"Jinoyat kodeksining vazifalari shaxsni, uning huquq va erkinliklarini, jamiyat va davlat manfaatlarini, mulkni, tabiiy muhitni, tinchlikni, insoniyat xavfsizligini jinoiy tajovuzlardan qo‘riqlash, shuningdek jinoyatlarning oldini olish, fuqarolarni respublika Konstitutsiyasi va qonunlariga rioya qilish ruhida tarbiyalashdan iboratdir.Ana shu vazifalarni amalga oshirish uchun Kodeks javobgarlikning asoslari va prinsiplarini, qanday ijtimoiy xavfli qilmishlar jinoyat ekanligini aniqlaydi, ijtimoiy xavfli qilmishlar sodir etgan shaxslarga nisbatan qo‘llanilishi mumkin bo‘lgan jazo va boshqa huquqiy ta’sir choralarini belgilaydi."
Jinoyat kodeksining asosiy prinsiplari qanday?,O'zbekiston Respublikasi Jinoyat kodeksi 3-modda,"Jinoyat kodeksi qonuniylik, fuqarolarning qonun oldida tengligi, demokratizm, insonparvarlik, odillik, ayb uchun javobgarlik, javobgarlikning muqarrarligi prinsiplariga asoslanadi."
,O'zbekiston Respublikasi Jinoyat kodeksi 3-modda,"Jinoyat kodeksi qonuniylik, fuqarolarning qonun oldida tengligi, demokratizm, insonparvarlik, odillik, ayb uchun javobgarlik, javobgarlikning muqarrarligi prinsiplariga asoslanadi."
"""Qonuniylik"" prinsipi Jinoyat kodeksida qanday ifodalanadi?",O'zbekiston Respublikasi Jinoyat kodeksi 3-modda,"Jinoyat kodeksi qonuniylik, fuqarolarning qonun oldida tengligi, demokratizm, insonparvarlik, odillik, ayb uchun javobgarlik, javobgarlikning muqarrarligi prinsiplariga asoslanadi."
,O'zbekiston Respublikasi Jinoyat kodeksi 3-modda,"Jinoyat kodeksi qonuniylik, fuqarolarning qonun oldida tengligi, demokratizm, insonparvarlik, odillik, ayb uchun javobgarlik, javobgarlikning muqarrarligi prinsiplariga asoslanadi."
Fuqarolarning qonun oldida tengligi prinsipi nima anglatadi?,O'zbekiston Respublikasi Jinoyat kodeksi 3-modda,"Jinoyat kodeksi qonuniylik, fuqarolarning qonun oldida tengligi, demokratizm, insonparvarlik, odillik, ayb uchun javobgarlik, javobgarlikning muqarrarligi prinsiplariga asoslanadi."
,O'zbekiston Respublikasi Jinoyat kodeksi 3-modda,"Jinoyat kodeksi qonuniylik, fuqarolarning qonun oldida tengligi, demokratizm, insonparvarlik, odillik, ayb uchun javobgarlik, javobgarlikning muqarrarligi prinsiplariga asoslanadi."
"""Demokratizm"" prinsipi jinoyat kodeksida qanday ko‘rsatilgan?",O'zbekiston Respublikasi Jinoyat kodeksi 3-modda,"Jinoyat kodeksi qonuniylik, fuqarolarning qonun oldida tengligi, demokratizm, insonparvarlik, odillik, ayb uchun javobgarlik, javobgarlikning muqarrarligi prinsiplariga asoslanadi."
,O'zbekiston Respublikasi Jinoyat kodeksi 3-modda,"Jinoyat kodeksi qonuniylik, fuqarolarning qonun oldida tengligi, demokratizm, insonparvarlik, odillik, ayb uchun javobgarlik, javobgarlikning muqarrarligi prinsiplariga asoslanadi."
"Jinoyat kodeksida ""insonparvarlik"" prinsipi qanday tushuntiriladi?",O'zbekiston Respublikasi Jinoyat kodeksi 3-modda,"Jinoyat kodeksi qonuniylik, fuqarolarning qonun oldida tengligi, demokratizm, insonparvarlik, odillik, ayb uchun javobgarlik, javobgarlikning muqarrarligi prinsiplariga asoslanadi."
,O'zbekiston Respublikasi Jinoyat kodeksi 3-modda,"Jinoyat kodeksi qonuniylik, fuqarolarning qonun oldida tengligi, demokratizm, insonparvarlik, odillik, ayb uchun javobgarlik, javobgarlikning muqarrarligi prinsiplariga asoslanadi."
"""Odillik"" prinsipi Jinoyat kodeksida qanday amalda qo‘llaniladi?",O'zbekiston Respublikasi Jinoyat kodeksi 3-modda,"Jinoyat kodeksi qonuniylik, fuqarolarning qonun oldida tengligi, demokratizm, insonparvarlik, odillik, ayb uchun javobgarlik, javobgarlikning muqarrarligi prinsiplariga asoslanadi."
,O'zbekiston Respublikasi Jinoyat kodeksi 3-modda,"Jinoyat kodeksi qonuniylik, fuqarolarning qonun oldida tengligi, demokratizm, insonparvarlik, odillik, ayb uchun javobgarlik, javobgarlikning muqarrarligi prinsiplariga asoslanadi."
"""Ayb uchun javobgarlik"" prinsipining mohiyati nima?",O'zbekiston Respublikasi Jinoyat kodeksi 3-modda,"Jinoyat kodeksi qonuniylik, fuqarolarning qonun oldida tengligi, demokratizm, insonparvarlik, odillik, ayb uchun javobgarlik, javobgarlikning muqarrarligi prinsiplariga asoslanadi."
,O'zbekiston Respublikasi Jinoyat kodeksi 3-modda,"Jinoyat kodeksi qonuniylik, fuqarolarning qonun oldida tengligi, demokratizm, insonparvarlik, odillik, ayb uchun javobgarlik, javobgarlikning muqarrarligi prinsiplariga asoslanadi."
"""Javobgarlikning muqarrarligi"" prinsipi qanday tushuniladi?",O'zbekiston Respublikasi Jinoyat kodeksi 3-modda,"Jinoyat kodeksi qonuniylik, fuqarolarning qonun oldida tengligi, demokratizm, insonparvarlik, odillik, ayb uchun javobgarlik, javobgarlikning muqarrarligi prinsiplariga asoslanadi."
,O'zbekiston Respublikasi Jinoyat kodeksi 3-modda,"Jinoyat kodeksi qonuniylik, fuqarolarning qonun oldida tengligi, demokratizm, insonparvarlik, odillik, ayb uchun javobgarlik, javobgarlikning muqarrarligi prinsiplariga asoslanadi."
Jinoyat kodeksining 4-10-moddalarida qanday tamoyillar yoritilgan?,O'zbekiston Respublikasi Jinoyat kodeksi 3-modda,"Jinoyat kodeksi qonuniylik, fuqarolarning qonun oldida tengligi, demokratizm, insonparvarlik, odillik, ayb uchun javobgarlik, javobgarlikning muqarrarligi prinsiplariga asoslanadi."
,O'zbekiston Respublikasi Jinoyat kodeksi 3-modda,"Jinoyat kodeksi qonuniylik, fuqarolarning qonun oldida tengligi, demokratizm, insonparvarlik, odillik, ayb uchun javobgarlik, javobgarlikning muqarrarligi prinsiplariga asoslanadi."
"Jinoyat kodeksidagi prinsiplarga asoslanib, qanday huquqiy ta’sirlar belgilangan?",O'zbekiston Respublikasi Jinoyat kodeksi 3-modda,"Jinoyat kodeksi qonuniylik, fuqarolarning qonun oldida tengligi, demokratizm, insonparvarlik, odillik, ayb uchun javobgarlik, javobgarlikning muqarrarligi prinsiplariga asoslanadi."
Sodir etilgan qilmishning jinoiyligini qanday aniqlash mumkin?,O'zbekiston Respublikasi Jinoyat kodeksi 4-modda,"Sodir etilgan qilmishning jinoiyligi, jazoga sazovorligi va boshqa huquqiy oqibatlari faqat Jinoyat kodeksi bilan belgilanadi.Hech kim sudning hukmi bo‘lmay turib jinoyat sodir qilishda aybli deb topilishi va qonunga xilof ravishda jazoga tortilishi mumkin emas. Jinoyat sodir etishda aybdor deb topilgan shaxs qonunda belgilangan huquqlardan foydalanadi va majburiyatlarni bajaradi."
,O'zbekiston Respublikasi Jinoyat kodeksi 4-modda,"Sodir etilgan qilmishning jinoiyligi, jazoga sazovorligi va boshqa huquqiy oqibatlari faqat Jinoyat kodeksi bilan belgilanadi.Hech kim sudning hukmi bo‘lmay turib jinoyat sodir qilishda aybli deb topilishi va qonunga xilof ravishda jazoga tortilishi mumkin emas. Jinoyat sodir etishda aybdor deb topilgan shaxs qonunda belgilangan huquqlardan foydalanadi va majburiyatlarni bajaradi."
Jinoyat kodeksi qilmishning jinoiyligini belgilashda qanday rol o'ynaydi?,O'zbekiston Respublikasi Jinoyat kodeksi 4-modda,"Sodir etilgan qilmishning jinoiyligi, jazoga sazovorligi va boshqa huquqiy oqibatlari faqat Jinoyat kodeksi bilan belgilanadi.Hech kim sudning hukmi bo‘lmay turib jinoyat sodir qilishda aybli deb topilishi va qonunga xilof ravishda jazoga tortilishi mumkin emas. Jinoyat sodir etishda aybdor deb topilgan shaxs qonunda belgilangan huquqlardan foydalanadi va majburiyatlarni bajaradi."
,O'zbekiston Respublikasi Jinoyat kodeksi 4-modda,"Sodir etilgan qilmishning jinoiyligi, jazoga sazovorligi va boshqa huquqiy oqibatlari faqat Jinoyat kodeksi bilan belgilanadi.Hech kim sudning hukmi bo‘lmay turib jinoyat sodir qilishda aybli deb topilishi va qonunga xilof ravishda jazoga tortilishi mumkin emas. Jinoyat sodir etishda aybdor deb topilgan shaxs qonunda belgilangan huquqlardan foydalanadi va majburiyatlarni bajaradi."
Qanday qilmishlar Jinoyat kodeksi asosida jinoiy deb hisoblanadi?,O'zbekiston Respublikasi Jinoyat kodeksi 4-modda,"Sodir etilgan qilmishning jinoiyligi, jazoga sazovorligi va boshqa huquqiy oqibatlari faqat Jinoyat kodeksi bilan belgilanadi.Hech kim sudning hukmi bo‘lmay turib jinoyat sodir qilishda aybli deb topilishi va qonunga xilof ravishda jazoga tortilishi mumkin emas. Jinoyat sodir etishda aybdor deb topilgan shaxs qonunda belgilangan huquqlardan foydalanadi va majburiyatlarni bajaradi."
,O'zbekiston Respublikasi Jinoyat kodeksi 4-modda,"Sodir etilgan qilmishning jinoiyligi, jazoga sazovorligi va boshqa huquqiy oqibatlari faqat Jinoyat kodeksi bilan belgilanadi.Hech kim sudning hukmi bo‘lmay turib jinoyat sodir qilishda aybli deb topilishi va qonunga xilof ravishda jazoga tortilishi mumkin emas. Jinoyat sodir etishda aybdor deb topilgan shaxs qonunda belgilangan huquqlardan foydalanadi va majburiyatlarni bajaradi."
Jinoyat kodeksi bilan belgilangan jazolar qanday turdagi bo'lishi mumkin?,O'zbekiston Respublikasi Jinoyat kodeksi 4-modda,"Sodir etilgan qilmishning jinoiyligi, jazoga sazovorligi va boshqa huquqiy oqibatlari faqat Jinoyat kodeksi bilan belgilanadi.Hech kim sudning hukmi bo‘lmay turib jinoyat sodir qilishda aybli deb topilishi va qonunga xilof ravishda jazoga tortilishi mumkin emas. Jinoyat sodir etishda aybdor deb topilgan shaxs qonunda belgilangan huquqlardan foydalanadi va majburiyatlarni bajaradi."
,O'zbekiston Respublikasi Jinoyat kodeksi 4-modda,"Sodir etilgan qilmishning jinoiyligi, jazoga sazovorligi va boshqa huquqiy oqibatlari faqat Jinoyat kodeksi bilan belgilanadi.Hech kim sudning hukmi bo‘lmay turib jinoyat sodir qilishda aybli deb topilishi va qonunga xilof ravishda jazoga tortilishi mumkin emas. Jinoyat sodir etishda aybdor deb topilgan shaxs qonunda belgilangan huquqlardan foydalanadi va majburiyatlarni bajaradi."
Jinoyat kodeksi qilmishning jazoga sazovorligini qanday belgilaydi?,O'zbekiston Respublikasi Jinoyat kodeksi 4-modda,"Sodir etilgan qilmishning jinoiyligi, jazoga sazovorligi va boshqa huquqiy oqibatlari faqat Jinoyat kodeksi bilan belgilanadi.Hech kim sudning hukmi bo‘lmay turib jinoyat sodir qilishda aybli deb topilishi va qonunga xilof ravishda jazoga tortilishi mumkin emas. Jinoyat sodir etishda aybdor deb topilgan shaxs qonunda belgilangan huquqlardan foydalanadi va majburiyatlarni bajaradi."
,O'zbekiston Respublikasi Jinoyat kodeksi 4-modda,"Sodir etilgan qilmishning jinoiyligi, jazoga sazovorligi va boshqa huquqiy oqibatlari faqat Jinoyat kodeksi bilan belgilanadi.Hech kim sudning hukmi bo‘lmay turib jinoyat sodir qilishda aybli deb topilishi va qonunga xilof ravishda jazoga tortilishi mumkin emas. Jinoyat sodir etishda aybdor deb topilgan shaxs qonunda belgilangan huquqlardan foydalanadi va majburiyatlarni bajaradi."
Jinoyat kodeksi jinoiy oqibatlar haqida qanday normativ hujjatlar taqdim etadi?,O'zbekiston Respublikasi Jinoyat kodeksi 4-modda,"Sodir etilgan qilmishning jinoiyligi, jazoga sazovorligi va boshqa huquqiy oqibatlari faqat Jinoyat kodeksi bilan belgilanadi.Hech kim sudning hukmi bo‘lmay turib jinoyat sodir qilishda aybli deb topilishi va qonunga xilof ravishda jazoga tortilishi mumkin emas. Jinoyat sodir etishda aybdor deb topilgan shaxs qonunda belgilangan huquqlardan foydalanadi va majburiyatlarni bajaradi."
,O'zbekiston Respublikasi Jinoyat kodeksi 4-modda,"Sodir etilgan qilmishning jinoiyligi, jazoga sazovorligi va boshqa huquqiy oqibatlari faqat Jinoyat kodeksi bilan belgilanadi.Hech kim sudning hukmi bo‘lmay turib jinoyat sodir qilishda aybli deb topilishi va qonunga xilof ravishda jazoga tortilishi mumkin emas. Jinoyat sodir etishda aybdor deb topilgan shaxs qonunda belgilangan huquqlardan foydalanadi va majburiyatlarni bajaradi."
Jinoyat kodeksi faqatgina qilmishning jinoiyligini aniqlaydimi yoki boshqa huquqiy oqibatlarni ham belgilaydimi?,O'zbekiston Respublikasi Jinoyat kodeksi 4-modda,"Sodir etilgan qilmishning jinoiyligi, jazoga sazovorligi va boshqa huquqiy oqibatlari faqat Jinoyat kodeksi bilan belgilanadi.Hech kim sudning hukmi bo‘lmay turib jinoyat sodir qilishda aybli deb topilishi va qonunga xilof ravishda jazoga tortilishi mumkin emas. Jinoyat sodir etishda aybdor deb topilgan shaxs qonunda belgilangan huquqlardan foydalanadi va majburiyatlarni bajaradi."
,O'zbekiston Respublikasi Jinoyat kodeksi 4-modda,"Sodir etilgan qilmishning jinoiyligi, jazoga sazovorligi va boshqa huquqiy oqibatlari faqat Jinoyat kodeksi bilan belgilanadi.Hech kim sudning hukmi bo‘lmay turib jinoyat sodir qilishda aybli deb topilishi va qonunga xilof ravishda jazoga tortilishi mumkin emas. Jinoyat sodir etishda aybdor deb topilgan shaxs qonunda belgilangan huquqlardan foydalanadi va majburiyatlarni bajaradi."
Jinoyat kodeksi tomonidan belgilangan jazolar va huquqiy oqibatlar qanday aloqada?,O'zbekiston Respublikasi Jinoyat kodeksi 4-modda,"Sodir etilgan qilmishning jinoiyligi, jazoga sazovorligi va boshqa huquqiy oqibatlari faqat Jinoyat kodeksi bilan belgilanadi.Hech kim sudning hukmi bo‘lmay turib jinoyat sodir qilishda aybli deb topilishi va qonunga xilof ravishda jazoga tortilishi mumkin emas. Jinoyat sodir etishda aybdor deb topilgan shaxs qonunda belgilangan huquqlardan foydalanadi va majburiyatlarni bajaradi."
,O'zbekiston Respublikasi Jinoyat kodeksi 4-modda,"Sodir etilgan qilmishning jinoiyligi, jazoga sazovorligi va boshqa huquqiy oqibatlari faqat Jinoyat kodeksi bilan belgilanadi.Hech kim sudning hukmi bo‘lmay turib jinoyat sodir qilishda aybli deb topilishi va qonunga xilof ravishda jazoga tortilishi mumkin emas. Jinoyat sodir etishda aybdor deb topilgan shaxs qonunda belgilangan huquqlardan foydalanadi va majburiyatlarni bajaradi."
"Qanday qilmishlar, agar Jinoyat kodeksi tomonidan jinoyat deb belgilanmasa, jazoga sazovor bo‘lmaydi?",O'zbekiston Respublikasi Jinoyat kodeksi 4-modda,"Sodir etilgan qilmishning jinoiyligi, jazoga sazovorligi va boshqa huquqiy oqibatlari faqat Jinoyat kodeksi bilan belgilanadi.Hech kim sudning hukmi bo‘lmay turib jinoyat sodir qilishda aybli deb topilishi va qonunga xilof ravishda jazoga tortilishi mumkin emas. Jinoyat sodir etishda aybdor deb topilgan shaxs qonunda belgilangan huquqlardan foydalanadi va majburiyatlarni bajaradi."
,O'zbekiston Respublikasi Jinoyat kodeksi 4-modda,"Sodir etilgan qilmishning jinoiyligi, jazoga sazovorligi va boshqa huquqiy oqibatlari faqat Jinoyat kodeksi bilan belgilanadi.Hech kim sudning hukmi bo‘lmay turib jinoyat sodir qilishda aybli deb topilishi va qonunga xilof ravishda jazoga tortilishi mumkin emas. Jinoyat sodir etishda aybdor deb topilgan shaxs qonunda belgilangan huquqlardan foydalanadi va majburiyatlarni bajaradi."
Jinoyat kodeksi jinoiylikni aniqlashda fuqarolarning huquqlarini qanday himoya qiladi?,O'zbekiston Respublikasi Jinoyat kodeksi 4-modda,"Sodir etilgan qilmishning jinoiyligi, jazoga sazovorligi va boshqa huquqiy oqibatlari faqat Jinoyat kodeksi bilan belgilanadi.Hech kim sudning hukmi bo‘lmay turib jinoyat sodir qilishda aybli deb topilishi va qonunga xilof ravishda jazoga tortilishi mumkin emas. Jinoyat sodir etishda aybdor deb topilgan shaxs qonunda belgilangan huquqlardan foydalanadi va majburiyatlarni bajaradi."
Jinoyat sodir etgan shaxslarning huquq va majburiyatlari qanday tenglikka asoslanadi?,O'zbekiston Respublikasi Jinoyat kodeksi 5-modda,"Jinoyat sodir etgan shaxslar jinsi, irqi, millati, tili, dini, e’tiqodi, ijtimoiy kelib chiqishi, ijtimoiy mavqeyidan qat’i nazar, bir xil huquq va majburiyatlarga ega bo‘lib, qonun oldida tengdirlar."
,O'zbekiston Respublikasi Jinoyat kodeksi 5-modda,"Jinoyat sodir etgan shaxslar jinsi, irqi, millati, tili, dini, e’tiqodi, ijtimoiy kelib chiqishi, ijtimoiy mavqeyidan qat’i nazar, bir xil huquq va majburiyatlarga ega bo‘lib, qonun oldida tengdirlar."
"Jinoyat sodir etgan shaxsning jinsi, irqi yoki millati qonun oldida qanday ahamiyatga ega?",O'zbekiston Respublikasi Jinoyat kodeksi 5-modda,"Jinoyat sodir etgan shaxslar jinsi, irqi, millati, tili, dini, e’tiqodi, ijtimoiy kelib chiqishi, ijtimoiy mavqeyidan qat’i nazar, bir xil huquq va majburiyatlarga ega bo‘lib, qonun oldida tengdirlar."
,O'zbekiston Respublikasi Jinoyat kodeksi 5-modda,"Jinoyat sodir etgan shaxslar jinsi, irqi, millati, tili, dini, e’tiqodi, ijtimoiy kelib chiqishi, ijtimoiy mavqeyidan qat’i nazar, bir xil huquq va majburiyatlarga ega bo‘lib, qonun oldida tengdirlar."
"Jinoyat sodir etgan shaxsning tili, dini yoki e’tiqodi qanday ta’sir qiladi?",O'zbekiston Respublikasi Jinoyat kodeksi 5-modda,"Jinoyat sodir etgan shaxslar jinsi, irqi, millati, tili, dini, e’tiqodi, ijtimoiy kelib chiqishi, ijtimoiy mavqeyidan qat’i nazar, bir xil huquq va majburiyatlarga ega bo‘lib, qonun oldida tengdirlar."
,O'zbekiston Respublikasi Jinoyat kodeksi 5-modda,"Jinoyat sodir etgan shaxslar jinsi, irqi, millati, tili, dini, e’tiqodi, ijtimoiy kelib chiqishi, ijtimoiy mavqeyidan qat’i nazar, bir xil huquq va majburiyatlarga ega bo‘lib, qonun oldida tengdirlar."
Jinoyat kodeksi bo‘yicha shaxslarning ijtimoiy kelib chiqishi va ijtimoiy mavqeyi huquqlariga qanday ta’sir qiladi?,O'zbekiston Respublikasi Jinoyat kodeksi 5-modda,"Jinoyat sodir etgan shaxslar jinsi, irqi, millati, tili, dini, e’tiqodi, ijtimoiy kelib chiqishi, ijtimoiy mavqeyidan qat’i nazar, bir xil huquq va majburiyatlarga ega bo‘lib, qonun oldida tengdirlar."
,O'zbekiston Respublikasi Jinoyat kodeksi 5-modda,"Jinoyat sodir etgan shaxslar jinsi, irqi, millati, tili, dini, e’tiqodi, ijtimoiy kelib chiqishi, ijtimoiy mavqeyidan qat’i nazar, bir xil huquq va majburiyatlarga ega bo‘lib, qonun oldida tengdirlar."
Jinoyat sodir etgan shaxslar qonun oldida teng bo‘lishining maqsadi nima?,O'zbekiston Respublikasi Jinoyat kodeksi 5-modda,"Jinoyat sodir etgan shaxslar jinsi, irqi, millati, tili, dini, e’tiqodi, ijtimoiy kelib chiqishi, ijtimoiy mavqeyidan qat’i nazar, bir xil huquq va majburiyatlarga ega bo‘lib, qonun oldida tengdirlar."
,O'zbekiston Respublikasi Jinoyat kodeksi 5-modda,"Jinoyat sodir etgan shaxslar jinsi, irqi, millati, tili, dini, e’tiqodi, ijtimoiy kelib chiqishi, ijtimoiy mavqeyidan qat’i nazar, bir xil huquq va majburiyatlarga ega bo‘lib, qonun oldida tengdirlar."
Jinoyat kodeksi shaxslarni qanday asoslarda teng huquqli qiladi?,O'zbekiston Respublikasi Jinoyat kodeksi 5-modda,"Jinoyat sodir etgan shaxslar jinsi, irqi, millati, tili, dini, e’tiqodi, ijtimoiy kelib chiqishi, ijtimoiy mavqeyidan qat’i nazar, bir xil huquq va majburiyatlarga ega bo‘lib, qonun oldida tengdirlar."
,O'zbekiston Respublikasi Jinoyat kodeksi 5-modda,"Jinoyat sodir etgan shaxslar jinsi, irqi, millati, tili, dini, e’tiqodi, ijtimoiy kelib chiqishi, ijtimoiy mavqeyidan qat’i nazar, bir xil huquq va majburiyatlarga ega bo‘lib, qonun oldida tengdirlar."
"Shaxslarning jinsiga, irqiga yoki millatiga qarab jazolar farqlanadimi?",O'zbekiston Respublikasi Jinoyat kodeksi 5-modda,"Jinoyat sodir etgan shaxslar jinsi, irqi, millati, tili, dini, e’tiqodi, ijtimoiy kelib chiqishi, ijtimoiy mavqeyidan qat’i nazar, bir xil huquq va majburiyatlarga ega bo‘lib, qonun oldida tengdirlar."
,O'zbekiston Respublikasi Jinoyat kodeksi 5-modda,"Jinoyat sodir etgan shaxslar jinsi, irqi, millati, tili, dini, e’tiqodi, ijtimoiy kelib chiqishi, ijtimoiy mavqeyidan qat’i nazar, bir xil huquq va majburiyatlarga ega bo‘lib, qonun oldida tengdirlar."
Jinoyat kodeksi ijtimoiy mavqeyiga qarab shaxslarni qanday huquqiy ta’sirlashni belgilaydi?,O'zbekiston Respublikasi Jinoyat kodeksi 5-modda,"Jinoyat sodir etgan shaxslar jinsi, irqi, millati, tili, dini, e’tiqodi, ijtimoiy kelib chiqishi, ijtimoiy mavqeyidan qat’i nazar, bir xil huquq va majburiyatlarga ega bo‘lib, qonun oldida tengdirlar."
,O'zbekiston Respublikasi Jinoyat kodeksi 5-modda,"Jinoyat sodir etgan shaxslar jinsi, irqi, millati, tili, dini, e’tiqodi, ijtimoiy kelib chiqishi, ijtimoiy mavqeyidan qat’i nazar, bir xil huquq va majburiyatlarga ega bo‘lib, qonun oldida tengdirlar."
Jinoyat kodeksi bo‘yicha qonun oldida tenglikni ta’minlashda qanday prinsiplar mavjud?,O'zbekiston Respublikasi Jinoyat kodeksi 5-modda,"Jinoyat sodir etgan shaxslar jinsi, irqi, millati, tili, dini, e’tiqodi, ijtimoiy kelib chiqishi, ijtimoiy mavqeyidan qat’i nazar, bir xil huquq va majburiyatlarga ega bo‘lib, qonun oldida tengdirlar."
,O'zbekiston Respublikasi Jinoyat kodeksi 5-modda,"Jinoyat sodir etgan shaxslar jinsi, irqi, millati, tili, dini, e’tiqodi, ijtimoiy kelib chiqishi, ijtimoiy mavqeyidan qat’i nazar, bir xil huquq va majburiyatlarga ega bo‘lib, qonun oldida tengdirlar."
"Jinoyat kodeksiga ko‘ra, shaxslar huquqiy tenglikka qanday erishadilar, agar ular jinoyat sodir etgan bo‘lsa?",O'zbekiston Respublikasi Jinoyat kodeksi 5-modda,"Jinoyat sodir etgan shaxslar jinsi, irqi, millati, tili, dini, e’tiqodi, ijtimoiy kelib chiqishi, ijtimoiy mavqeyidan qat’i nazar, bir xil huquq va majburiyatlarga ega bo‘lib, qonun oldida tengdirlar."
Soliq kodeksi qanday munosabatlarni tartibga soladi?,Soliq kodeksi 1-modda,"Kodeks soliqlar va yig‘imlarni belgilash, joriy etish va bekor qilishga, hisoblab chiqarish hamda to‘lashga doir munosabatlarni, shuningdek soliq majburiyatlarini bajarish bilan bog‘liq munosabatlarni tartibga soladi."
Yig‘imlarni joriy etish kim tomonidan amalga oshiriladi?,Soliq kodeksi 1-modda,"Kodeks soliqlar va yig‘imlarni belgilash, joriy etish va bekor qilishga, hisoblab chiqarish hamda to‘lashga doir munosabatlarni, shuningdek soliq majburiyatlarini bajarish bilan bog‘liq munosabatlarni tartibga soladi."
Soliq majburiyatlari deganda nimani tushunamiz?,Soliq kodeksi 1-modda,"Kodeks soliqlar va yig‘imlarni belgilash, joriy etish va bekor qilishga, hisoblab chiqarish hamda to‘lashga doir munosabatlarni, shuningdek soliq majburiyatlarini bajarish bilan bog‘liq munosabatlarni tartibga soladi."
Hisoblab chiqarish jarayoni qanday amalga oshiriladi?,Soliq kodeksi 1-modda,"Kodeks soliqlar va yig‘imlarni belgilash, joriy etish va bekor qilishga, hisoblab chiqarish hamda to‘lashga doir munosabatlarni, shuningdek soliq majburiyatlarini bajarish bilan bog‘liq munosabatlarni tartibga soladi."
Qanday hollarda soliqlar bekor qilinadi?,Soliq kodeksi 1-modda,"Kodeks soliqlar va yig‘imlarni belgilash, joriy etish va bekor qilishga, hisoblab chiqarish hamda to‘lashga doir munosabatlarni, shuningdek soliq majburiyatlarini bajarish bilan bog‘liq munosabatlarni tartibga soladi."
Yig‘imlar qanday huquqiy asosda joriy etiladi?,Soliq kodeksi 1-modda,"Kodeks soliqlar va yig‘imlarni belgilash, joriy etish va bekor qilishga, hisoblab chiqarish hamda to‘lashga doir munosabatlarni, shuningdek soliq majburiyatlarini bajarish bilan bog‘liq munosabatlarni tartibga soladi."
Soliqlarni to‘lash tartibi nima bilan belgilanadi?,Soliq kodeksi 1-modda,"Kodeks soliqlar va yig‘imlarni belgilash, joriy etish va bekor qilishga, hisoblab chiqarish hamda to‘lashga doir munosabatlarni, shuningdek soliq majburiyatlarini bajarish bilan bog‘liq munosabatlarni tartibga soladi."
Soliq kodeksi doirasida qanday majburiyatlar mavjud?,Soliq kodeksi 1-modda,"Kodeks soliqlar va yig‘imlarni belgilash, joriy etish va bekor qilishga, hisoblab chiqarish hamda to‘lashga doir munosabatlarni, shuningdek soliq majburiyatlarini bajarish bilan bog‘liq munosabatlarni tartibga soladi."
